Object: Ball, Confidence: 0.52, Bounding Box: (219, 186) - (350, 346)
Object: Ball, Confidence: 0.47, Bounding Box: (219, 186) - (351, 342)
Object: Ball, Confidence: 0.46, Bounding Box: (225, 185) - (353, 339)
Object: Ball, Confidence: 0.48, Bounding Box: (229, 184) - (356, 336)
Object: Ball, Confidence: 0.52, Bounding Box: (230, 184) - (357, 339)
Object: Ball, Confidence: 0.68, Bounding Box: (238, 184) - (362, 309)
Object: Ball, Confidence: 0.29, Bounding Box: (202, 120) - (341, 353)
Object: phone, Confidence: 0.36, Bounding Box: (201, 122) - (339, 353)
Object: phone, Confidence: 0.35, Bounding Box: (202, 121) - (341, 353)
Object: phone, Confidence: 0.39, Bounding Box: (202, 122) - (336, 353)
Object: phone, Confidence: 0.59, Bounding Box: (201, 119) - (329, 353)
Object: phone, Confidence: 0.28, Bounding Box: (201, 119) - (324, 353)
Object: phone, Confidence: 0.39, Bounding Box: (202, 123) - (322, 349)
